Cantidad,Tiempo 1,Tiempo 2,Tiempo 3,Tiempo 4,Tiempo 5,Promedio Tiempo,Iteración 1,Iteración 2,Iteración 3,Iteración 4,Iteración 5,Promedio Iteración
3890000,0.0,0.0,0.0,0.0,0.0,0.0,17908,17921,17934,17946,17958,17933,
3900000,0.0,0.0,0.0,0.0,0.0,0.0,17971,17982,17995,18009,18018,17995,
3910000,0.0,0.0,0.0,0.0,0.0,0.0,18030,18043,18057,18070,18083,18056,
3920000,0.0,0.001,0.0,0.0,0.0,2.0E-4,18096,18106,18119,18132,18146,18119,
3930000,0.0,0.0,0.0,0.0,0.0,0.0,18158,18172,18186,18199,18212,18185,
3940000,0.0,0.0,0.0,0.0,0.0,0.0,18226,18237,18247,18261,18272,18248,
3950000,0.0,0.0,0.0,0.0,0.0,0.0,18286,18299,18313,18324,18337,18311,
3960000,0.001,0.0,0.0,0.0,0.0,2.0E-4,18348,18362,18375,18386,18399,18374,
3970000,0.0,0.0,0.0,0.0,0.0,0.0,18411,18425,18437,18451,18464,18437,
3980000,0.0,0.0,0.0,0.0,0.0,0.0,18477,18488,18500,18513,18526,18500,
3990000,0.0,0.0,0.0,0.001,0.0,2.0E-4,18539,18552,18565,18575,18589,18564,
4000000,0.0,0.0,0.0,0.0,0.0,0.0,18600,18613,18625,18638,18651,18625,
4010000,0.0,0.0,0.0,0.0,0.0,0.0,18663,18677,18691,18703,18710,18688,
4020000,0.0,0.0,0.0,0.0,0.0,0.0,18722,18734,18748,18761,18775,18748,
4030000,0.0,0.0,0.0,0.0,0.0,0.0,18788,18801,18809,18822,18835,18811,
4040000,0.0,0.0,0.0,0.0,0.0,0.0,18849,18861,18875,18888,18900,18874,
4050000,0.0,0.0,0.0,0.0,0.0,0.0,18912,18925,18939,18951,18963,18938,
4060000,0.0,0.0,0.0,0.0,0.0,0.0,18974,18987,18998,19010,19022,18998,
4070000,0.0,0.0,0.0,0.0,0.0,0.0,19035,19047,19061,19074,19083,19060,
4080000,0.0,0.0,0.0,0.0,0.0,0.0,19096,19110,19121,19135,19144,19121,
4090000,0.0,0.0,0.0,0.0,0.0,0.0,19157,19171,19185,19195,19208,19183,
4100000,0.0,0.0,0.0,0.0,0.0,0.0,19221,19233,19246,19258,19271,19245,
4110000,0.0,0.0,0.0,0.0,0.0,0.0,19283,19295,19302,19316,19326,19304,
4120000,0.0,0.0,0.0,0.0,0.0,0.0,19338,19352,19363,19376,19388,19363,
4130000,0.0,0.0,0.0,0.0,0.0,0.0,19401,19411,19425,19438,19449,19424,
4140000,0.0,0.0,0.0,0.0,0.0,0.0,19460,19472,19481,19492,19504,19481,
4150000,0.0,0.0,0.0,0.0,0.0,0.0,19516,19527,19540,19554,19562,19539,
4160000,0.0,0.0,0.0,0.0,0.0,0.0,19573,19586,19600,19613,19627,19599,
4170000,0.0,0.0,0.0,0.0,0.0,0.0,19640,19653,19666,19678,19689,19665,
4180000,0.0,0.0,0.0,0.0,0.0,0.0,19702,19715,19728,19741,19755,19728,
4190000,0.0,0.0,0.0,0.0,0.0,0.0,19767,19780,19792,19805,19814,19791,
4200000,0.0,0.0,0.0,0.0,0.0,0.0,19827,19840,19853,19866,19880,19853,
4210000,0.0,0.0,0.0,0.0,0.0,0.0,19893,19906,19919,19932,19945,19919,
4220000,0.0,0.0,0.0,0.0,0.0,0.0,19959,19971,19984,19992,20004,19982,
4230000,0.0,0.0,0.0,0.0,0.0,0.0,20017,20030,20042,20054,20063,20041,
4240000,0.0,0.0,0.0,0.0,0.0,0.0,20076,20088,20101,20115,20128,20101,
4250000,0.0,0.0,0.0,0.0,0.0,0.0,20138,20149,20162,20175,20189,20162,
4260000,0.0,0.0,0.0,0.0,0.0,0.0,20203,20217,20224,20237,20250,20226,
4270000,0.0,0.0,0.0,0.0,0.0,0.0,20262,20276,20289,20301,20314,20288,
4280000,0.0,0.0,0.0,0.0,0.0,0.0,20326,20337,20347,20359,20372,20348,
4290000,0.0,0.0,0.0,0.0,0.0,0.0,20382,20394,20407,20417,20431,20406,
4300000,0.0,0.0,0.0,0.0,0.0,0.0,20440,20451,20465,20477,20490,20464,
4310000,0.0,0.0,0.0,0.0,0.0,0.0,20502,20516,20529,20541,20553,20528,
4320000,0.0,0.0,0.0,0.0,0.0,0.0,20567,20578,20590,20604,20618,20591,
4330000,0.0,0.0,0.0,0.0,0.0,0.0,20632,20646,20658,20668,20674,20655,
4340000,0.0,0.0,0.0,0.0,0.0,0.0,20687,20697,20711,20723,20736,20710,
4350000,0.0,0.0,0.0,0.0,0.0,0.0,20749,20761,20771,20784,20797,20772,
4360000,0.0,0.0,0.0,0.0,0.0,0.0,20810,20824,20837,20850,20863,20836,
4370000,0.0,0.0,0.0,0.0,0.0,0.0,20877,20888,20902,20915,20928,20902,
4380000,0.0,0.0,0.0,0.0,0.0,0.0,20940,20952,20966,20978,20991,20965,
4390000,0.0,0.0,0.001,0.0,0.0,2.0E-4,21004,21012,21025,21038,21051,21026,
4400000,0.0,0.0,0.0,0.0,0.0,0.0,21064,21073,21085,21097,21110,21085,
4410000,0.0,0.0,0.0,0.0,0.0,0.0,21122,21135,21149,21161,21174,21148,
4420000,0.0,0.0,0.0,0.0,0.0,0.0,21187,21200,21211,21222,21236,21211,
4430000,0.0,0.0,0.0,0.0,0.0,0.0,21247,21260,21272,21284,21297,21272,
4440000,0.0,0.0,0.0,0.0,0.0,0.0,21311,21325,21338,21351,21364,21337,
4450000,0.0,0.0,0.0,0.0,0.0,0.0,21376,21385,21398,21411,21422,21398,
4460000,0.0,0.0,0.0,0.0,0.0,0.0,21434,21447,21458,21471,21484,21458,
4470000,0.0,0.0,0.0,0.0,0.0,0.0,21497,21510,21522,21534,21546,21521,
4480000,0.0,0.0,0.0,0.0,0.0,0.0,21559,21573,21584,21596,21605,21583,
4490000,0.0,0.0,0.0,0.0,0.0,0.0,21617,21628,21640,21652,21666,21640,
4500000,0.0,0.0,0.0,0.0,0.0,0.0,21679,21691,21704,21717,21731,21704,
4510000,0.0,0.0,0.0,0.0,0.0,0.0,21744,21755,21766,21779,21788,21766,
4520000,0.0,0.0,0.0,0.0,0.0,0.0,21801,21807,21817,21829,21843,21819,
4530000,0.0,0.0,0.0,0.0,0.0,0.0,21854,21868,21881,21892,21906,21880,
4540000,0.0,0.0,0.0,0.0,0.0,0.0,21918,21931,21942,21950,21963,21940,
4550000,0.0,0.0,0.0,0.0,0.0,0.0,21975,21989,22002,22016,22029,22002,
4560000,0.0,0.0,0.0,0.0,0.0,0.0,22043,22056,22070,22083,22095,22069,
4570000,0.0,0.0,0.0,0.0,0.0,0.0,22108,22121,22134,22146,22159,22133,
4580000,0.0,0.0,0.0,0.0,0.0,0.0,22171,22181,22194,22208,22222,22195,
4590000,0.0,0.0,0.0,0.0,0.0,0.0,22236,22246,22260,22270,22283,22259,
4600000,0.0,0.0,0.0,0.0,0.0,0.0,22291,22304,22318,22326,22339,22315,
4610000,0.0,0.0,0.0,0.0,0.0,0.0,22349,22362,22373,22386,22399,22373,
4620000,0.0,0.0,0.0,0.0,0.0,0.0,22406,22417,22431,22442,22456,22430,
4630000,0.0,0.0,0.0,0.0,0.0,0.0,22469,22480,22492,22505,22519,22493,
4640000,0.0,0.0,0.0,0.0,0.0,0.0,22531,22543,22557,22571,22583,22557,
4650000,0.0,0.0,0.0,0.0,0.0,0.0,22595,22607,22619,22631,22644,22619,
4660000,0.0,0.0,0.0,0.0,0.0,0.0,22656,22669,22683,22693,22700,22680,
4670000,0.0,0.0,0.0,0.0,0.0,0.0,22709,22723,22733,22746,22757,22733,
4680000,0.0,0.0,0.0,0.0,0.0,0.0,22767,22778,22789,22802,22814,22790,
4690000,0.0,0.0,0.0,0.0,0.0,0.0,22827,22835,22848,22861,22875,22849,
4700000,0.0,0.0,0.0,0.0,0.0,0.0,22887,22901,22913,22926,22939,22913,
4710000,0.0,0.0,0.0,0.0,0.0,0.0,22952,22963,22976,22988,23002,22976,
4720000,0.0,0.0,0.0,0.0,0.0,0.0,23016,23030,23042,23054,23068,23042,
4730000,0.0,0.0,0.0,0.0,0.0,0.0,23081,23093,23105,23119,23132,23106,
4740000,0.0,0.0,0.0,0.0,0.0,0.0,23146,23159,23169,23181,23194,23169,
4750000,0.0,0.0,0.0,0.0,0.0,0.0,23206,23219,23233,23244,23257,23231,
4760000,0.0,0.0,0.0,0.0,0.0,0.0,23267,23280,23292,23303,23317,23291,
4770000,0.0,0.0,0.0,0.0,0.0,0.0,23330,23344,23353,23364,23378,23353,
4780000,0.0,0.0,0.0,0.0,0.0,0.0,23389,23398,23412,23425,23438,23412,
4790000,0.0,0.0,0.0,0.0,0.0,0.0,23452,23464,23476,23487,23501,23476,
4800000,0.0,0.0,0.0,0.0,0.0,0.0,23513,23525,23538,23550,23563,23537,
4810000,0.0,0.0,0.0,0.0,0.0,0.0,23577,23588,23601,23614,23627,23601,
4820000,0.0,0.0,0.0,0.0,0.0,0.0,23639,23650,23663,23676,23689,23663,
4830000,0.0,0.0,0.0,0.0,0.0,0.0,23702,23713,23724,23732,23744,23723,
4840000,0.0,0.0,0.0,0.0,0.0,0.0,23756,23767,23780,23794,23807,23780,
4850000,0.0,0.0,0.0,0.0,0.0,0.0,23818,23831,23842,23855,23869,23843,
4860000,0.001,0.0,0.0,0.0,0.0,2.0E-4,23880,23893,23907,23919,23931,23906,
4870000,0.0,0.0,0.0,0.0,0.0,0.0,23944,23957,23969,23983,23995,23969,
4880000,0.0,0.0,0.0,0.0,0.0,0.0,24007,24021,24035,24049,24062,24034,
4890000,0.0,0.0,0.0,0.0,0.0,0.0,24073,24087,24098,24110,24123,24098,
4900000,0.0,0.0,0.0,0.0,0.0,0.0,24137,24150,24164,24177,24187,24163,
4910000,0.0,0.0,0.0,0.0,0.0,0.0,24199,24212,24225,24238,24251,24225,
4920000,0.0,0.0,0.0,0.0,0.0,0.0,24263,24275,24286,24299,24311,24286,
4930000,0.0,0.0,0.0,0.0,0.0,0.0,24322,24335,24346,24358,24371,24346,
4940000,0.0,0.0,0.0,0.0,0.0,0.0,24384,24397,24411,24423,24436,24410,
4950000,0.0,0.0,0.0,0.0,0.0,0.0,24449,24460,24469,24483,24497,24471,
4960000,0.0,0.0,0.0,0.0,0.0,0.0,24509,24520,24533,24545,24558,24533,
4970000,0.0,0.0,0.0,0.0,0.0,0.0,24572,24586,24599,24612,24626,24599,
4980000,0.0,0.0,0.0,0.0,0.0,0.0,24639,24652,24664,24678,24691,24664,
4990000,0.0,0.0,0.0,0.0,0.0,0.0,24705,24718,24732,24744,24758,24731,
5000000,0.0,0.0,0.0,0.0,0.0,0.0,24772,24786,24798,24811,24822,24797,
5010000,0.0,0.0,0.0,0.0,0.0,0.0,24836,24850,24863,24877,24890,24863,
5020000,0.0,0.0,0.0,0.0,0.0,0.0,24903,24914,24927,24940,24953,24927,
5030000,0.0,0.0,0.0,0.0,0.0,0.0,24966,24979,24993,25003,25017,24991,
5040000,0.0,0.0,0.0,0.0,0.0,0.0,25029,25041,25055,25068,25079,25054,
5050000,0.0,0.0,0.0,0.0,0.0,0.0,25092,25106,25119,25133,25145,25119,
5060000,0.0,0.0,0.0,0.0,0.0,0.0,25158,25170,25183,25196,25210,25183,
5070000,0.0,0.0,0.0,0.0,0.0,0.0,25223,25235,25247,25258,25270,25246,
5080000,0.0,0.0,0.0,0.0,0.0,0.0,25280,25294,25307,25320,25334,25307,
5090000,0.0,0.0,0.0,0.0,0.0,0.0,25347,25361,25374,25388,25401,25374,
5100000,0.0,0.0,0.0,0.0,0.0,0.0,25415,25425,25438,25448,25461,25437,
5110000,0.0,0.0,0.0,0.0,0.0,0.0,25473,25486,25495,25506,25519,25495,
5120000,0.0,0.0,0.0,0.0,0.0,0.0,25530,25541,25554,25566,25579,25554,
5130000,0.0,0.0,0.0,0.0,0.0,0.0,25592,25605,25618,25631,25645,25618,
5140000,0.0,0.0,0.0,0.0,0.0,0.0,25654,25664,25676,25686,25699,25675,
5150000,0.0,0.0,0.0,0.0,0.0,0.0,25713,25725,25738,25751,25765,25738,
5160000,0.0,0.0,0.0,0.0,0.0,0.0,25777,25785,25798,25812,25825,25799,
5170000,0.0,0.0,0.0,0.0,0.0,0.0,25836,25848,25860,25873,25887,25860,
5180000,0.0,0.0,0.0,0.0,0.0,0.0,25900,25912,25925,25938,25950,25925,
5190000,0.0,0.0,0.0,0.0,0.0,0.0,25963,25974,25987,26001,26014,25987,
5200000,0.0,0.0,0.0,0.0,0.0,0.0,26027,26041,26054,26066,26078,26053,
5210000,0.0,0.0,0.0,0.0,0.0,0.0,26091,26102,26116,26129,26142,26116,
5220000,0.0,0.0,0.0,0.0,0.0,0.0,26156,26169,26179,26191,26205,26180,
5230000,0.0,0.0,0.0,0.0,0.0,0.0,26218,26231,26243,26256,26267,26243,
5240000,0.0,0.0,0.0,0.0,0.0,0.0,26277,26290,26303,26316,26330,26303,
5250000,0.0,0.0,0.0,0.0,0.0,0.0,26344,26358,26371,26382,26395,26370,
5260000,0.0,0.0,0.0,0.0,0.0,0.0,26408,26421,26431,26445,26459,26432,
5270000,0.0,0.0,0.0,0.0,0.0,0.0,26473,26486,26499,26513,26526,26499,
5280000,0.0,0.0,0.0,0.0,0.0,0.0,26539,26552,26565,26578,26591,26565,
5290000,0.0,0.0,0.0,0.0,0.0,0.0,26604,26615,26625,26638,26652,26626,
5300000,0.0,0.0,0.0,0.0,0.0,0.0,26663,26677,26691,26704,26717,26690,
5310000,0.0,0.0,0.0,0.0,0.0,0.0,26730,26741,26753,26764,26778,26753,
5320000,0.0,0.0,0.0,0.0,0.0,0.0,26790,26801,26815,26827,26840,26814,
5330000,0.0,0.0,0.0,0.0,0.0,0.0,26854,26866,26879,26892,26904,26879,
5340000,0.0,0.0,0.0,0.0,0.0,0.0,26916,26928,26940,26954,26960,26939,
5350000,0.0,0.0,0.0,0.0,0.0,0.0,26968,26980,26993,27006,27020,26993,
5360000,0.0,0.0,0.0,0.0,0.0,0.0,27033,27041,27055,27066,27077,27054,
5370000,0.0,0.0,0.0,0.0,0.0,0.0,27090,27103,27115,27126,27136,27114,
5380000,0.0,0.0,0.0,0.0,0.0,0.0,27149,27161,27174,27187,27200,27174,
5390000,0.0,0.0,0.0,0.0,0.0,0.0,27214,27227,27240,27251,27262,27238,
5400000,0.0,0.0,0.0,0.0,0.0,0.0,27274,27287,27301,27313,27323,27299,
5410000,0.0,0.0,0.0,0.0,0.0,0.0,27336,27348,27362,27376,27389,27362,
5420000,0.0,0.0,0.0,0.0,0.0,0.0,27403,27416,27427,27439,27453,27427,
5430000,0.0,0.0,0.0,0.0,0.0,0.0,27462,27476,27489,27502,27515,27488,
5440000,0.0,0.0,0.0,0.0,0.0,0.0,27526,27533,27546,27558,27569,27546,
5450000,0.0,0.0,0.0,0.0,0.0,0.0,27582,27595,27608,27622,27636,27608,
5460000,0.0,0.0,0.0,0.0,0.0,0.0,27648,27656,27669,27682,27695,27670,
5470000,0.0,0.0,0.0,0.0,0.0,0.0,27708,27721,27734,27747,27758,27733,
5480000,0.0,0.0,0.0,0.0,0.0,0.0,27771,27784,27798,27811,27824,27797,
5490000,0.0,0.0,0.0,0.0,0.0,0.0,27837,27850,27861,27875,27888,27862,
5500000,0.0,0.0,0.0,0.0,0.0,0.0,27901,27913,27927,27940,27951,27926,
5510000,0.0,0.0,0.0,0.0,0.0,0.0,27964,27977,27990,28002,28015,27989,
5520000,0.0,0.0,0.0,0.0,0.0,0.0,28028,28040,28052,28066,28080,28053,
5530000,0.0,0.0,0.0,0.0,0.0,0.0,28085,28098,28108,28122,28134,28109,
5540000,0.0,0.0,0.0,0.0,0.0,0.0,28147,28160,28173,28186,28200,28173,
5550000,0.0,0.0,0.0,0.0,0.0,0.0,28212,28226,28237,28249,28263,28237,
5560000,0.0,0.0,0.0,0.0,0.0,0.0,28276,28286,28299,28312,28324,28299,
5570000,0.0,0.0,0.0,0.0,0.0,0.0,28338,28351,28364,28378,28390,28364,
5580000,0.0,0.0,0.0,0.0,0.0,0.0,28404,28418,28431,28440,28451,28428,
5590000,0.0,0.0,0.0,0.0,0.0,0.0,28464,28478,28490,28504,28517,28490,
5600000,0.0,0.0,0.0,0.0,0.0,0.0,28530,28540,28551,28563,28576,28552,
5610000,0.0,0.0,0.0,0.0,0.0,0.0,28588,28600,28613,28625,28638,28612,
5620000,0.0,0.0,0.0,0.0,0.0,0.0,28650,28661,28675,28688,28702,28675,
5630000,0.0,0.0,0.0,0.0,0.0,0.0,28712,28723,28735,28744,28754,28733,
5640000,0.0,0.0,0.0,0.0,0.0,0.0,28768,28781,28793,28806,28816,28792,
5650000,0.0,0.0,0.0,0.0,0.0,0.0,28827,28841,28853,28864,28877,28852,
5660000,0.0,0.0,0.0,0.0,0.0,0.0,28890,28903,28915,28927,28939,28914,
5670000,0.0,0.0,0.0,0.0,0.0,0.0,28951,28963,28977,28988,29001,28976,
5680000,0.0,0.0,0.0,0.0,0.0,0.0,29014,29026,29040,29053,29066,29039,
5690000,0.0,0.0,0.0,0.0,0.0,0.0,29080,29092,29105,29117,29128,29104,
5700000,0.0,0.0,0.0,0.0,0.0,0.0,29141,29154,29167,29180,29193,29167,
5710000,0.0,0.0,0.0,0.0,0.0,0.0,29205,29217,29231,29244,29256,29230,
5720000,0.0,0.0,0.0,0.0,0.0,0.0,29259,29268,29280,29291,29304,29280,
5730000,0.0,0.0,0.0,0.0,0.0,0.0,29318,29331,29342,29354,29366,29342,
5740000,0.0,0.0,0.0,0.0,0.0,0.0,29380,29394,29407,29418,29430,29405,
5750000,0.0,0.0,0.0,0.0,0.0,0.0,29443,29456,29470,29483,29494,29469,
5760000,0.0,0.0,0.0,0.0,0.0,0.0,29506,29517,29530,29543,29554,29530,
5770000,0.0,0.0,0.0,0.0,0.0,0.0,29567,29578,29591,29605,29618,29591,
5780000,0.0,0.0,0.0,0.0,0.0,0.0,29624,29638,29651,29663,29676,29650,
5790000,0.0,0.0,0.0,0.0,0.0,0.0,29690,29702,29714,29727,29741,29714,
5800000,0.0,0.0,0.0,0.0,0.0,0.0,29753,29767,29781,29794,29806,29780,
5810000,0.0,0.0,0.0,0.0,0.0,0.0,29819,29832,29844,29856,29868,29843,
5820000,0.0,0.0,0.0,0.0,0.0,0.0,29882,29894,29907,29919,29930,29906,
5830000,0.0,0.0,0.0,0.0,0.0,0.0,29943,29952,29966,29977,29987,29965,
5840000,0.0,0.0,0.0,0.0,0.0,0.0,30000,30011,30024,30037,30048,30024,
5850000,0.0,0.0,0.0,0.0,0.0,0.0,30061,30074,30087,30097,30110,30085,
5860000,0.0,0.0,0.0,0.0,0.0,0.0,30119,30128,30140,30152,30163,30140,
5870000,0.0,0.0,0.0,0.0,0.0,0.0,30177,30190,30202,30215,30229,30202,
5880000,0.0,0.0,0.0,0.0,0.0,0.0,30239,30252,30265,30275,30287,30263,
5890000,0.0,0.0,0.0,0.0,0.0,0.0,30300,30313,30327,30338,30351,30325,
5900000,0.0,0.0,0.0,0.0,0.0,0.0,30362,30376,30389,30402,30412,30388,
5910000,0.0,0.0,0.0,0.0,0.0,0.0,30423,30436,30449,30462,30476,30449,
5920000,0.0,0.0,0.0,0.0,0.0,0.0,30489,30500,30510,30524,30536,30511,
5930000,0.0,0.0,0.0,0.0,0.0,0.0,30549,30563,30576,30589,30602,30575,
5940000,0.0,0.0,0.0,0.0,0.0,0.0,30616,30628,30640,30653,30665,30640,
5950000,0.0,0.0,0.0,0.0,0.0,0.0,30678,30691,30705,30716,30729,30703,
5960000,0.0,0.0,0.0,0.0,0.0,0.0,30741,30753,30767,30774,30787,30764,
5970000,0.0,0.0,0.0,0.0,0.0,0.0,30798,30805,30819,30832,30845,30819,
5980000,0.0,0.0,0.0,0.0,0.0,0.0,30858,30870,30881,30895,30908,30882,
5990000,0.0,0.0,0.0,0.0,0.0,0.0,30921,30933,30945,30955,30969,30944,
6000000,0.0,0.0,0.0,0.0,0.0,0.0,30982,30990,31002,31015,31028,31003,
6010000,0.0,0.0,0.0,0.0,0.0,0.0,31041,31053,31066,31080,31088,31065,
6020000,0.0,0.0,0.0,0.0,0.0,0.0,31101,31113,31126,31139,31152,31126,
6030000,0.0,0.0,0.0,0.0,0.0,0.0,31165,31178,31191,31205,31218,31191,
6040000,0.0,0.0,0.0,0.0,0.0,0.0,31224,31238,31251,31264,31274,31250,
6050000,0.0,0.0,0.0,0.0,0.0,0.0,31287,31299,31312,31325,31333,31311,
6060000,0.0,0.0,0.0,0.0,0.0,0.0,31346,31359,31370,31382,31396,31370,
6070000,0.0,0.0,0.0,0.0,0.0,0.0,31410,31423,31435,31448,31462,31435,
6080000,0.0,0.0,0.0,0.0,0.0,0.0,31472,31482,31492,31505,31516,31493,
6090000,0.0,0.0,0.0,0.0,0.0,0.0,31528,31542,31548,31561,31574,31550,
6100000,0.0,0.0,0.0,0.0,0.0,0.0,31587,31598,31610,31623,31634,31610,
6110000,0.0,0.0,0.0,0.0,0.0,0.0,31648,31661,31672,31685,31699,31673,
6120000,0.0,0.0,0.0,0.0,0.0,0.0,31712,31725,31735,31749,31757,31735,
6130000,0.0,0.0,0.0,0.0,0.0,0.0,31770,31784,31798,31808,31820,31796,
6140000,0.0,0.0,0.0,0.0,0.0,0.0,31833,31846,31859,31873,31887,31859,
6150000,0.0,0.0,0.0,0.0,0.0,0.0,31898,31911,31925,31938,31951,31924,
6160000,0.0,0.0,0.0,0.0,0.0,0.0,31961,31974,31986,31997,32010,31985,
6170000,0.0,0.0,0.0,0.0,0.0,0.0,32022,32035,32048,32062,32076,32048,
6180000,0.0,0.0,0.0,0.0,0.0,0.0,32086,32097,32111,32125,32137,32111,
6190000,0.0,0.0,0.0,0.0,0.0,0.0,32150,32163,32176,32189,32201,32175,
6200000,0.0,0.0,0.0,0.0,0.0,0.0,32213,32224,32236,32250,32263,32237,
6210000,0.0,0.0,0.0,0.0,0.0,0.0,32276,32289,32303,32316,32329,32302,
6220000,0.0,0.0,0.0,0.0,0.0,0.0,32343,32356,32366,32379,32391,32367,
6230000,0.0,0.0,0.0,0.0,0.0,0.0,32403,32416,32428,32442,32456,32429,
6240000,0.0,0.0,0.0,0.0,0.0,0.0,32466,32477,32491,32502,32516,32490,
6250000,0.0,0.0,0.0,0.0,0.0,0.0,32528,32541,32554,32566,32579,32553,
6260000,0.0,0.0,0.0,0.0,0.0,0.0,32592,32603,32617,32630,32640,32616,
6270000,0.0,0.0,0.0,0.0,0.0,0.0,32653,32665,32678,32690,32700,32677,
6280000,0.0,0.0,0.0,0.0,0.0,0.0,32710,32724,32737,32750,32762,32736,
6290000,0.0,0.0,0.0,0.0,0.0,0.0,32775,32788,32801,32814,32826,32800,
6300000,0.0,0.0,0.0,0.0,0.0,0.0,32837,32848,32862,32876,32887,32862,
6310000,0.0,0.0,0.0,0.0,0.0,0.0,32900,32914,32921,32935,32948,32923,
6320000,0.0,0.0,0.0,0.0,0.0,0.0,32961,32974,32986,33000,33012,32986,
6330000,0.0,0.0,0.0,0.0,0.0,0.0,33025,33035,33048,33062,33075,33049,
6340000,0.0,0.0,0.0,0.0,0.0,0.0,33088,33100,33113,33126,33139,33113,
6350000,0.0,0.0,0.0,0.0,0.0,0.0,33151,33164,33178,33189,33202,33176,
6360000,0.0,0.0,0.0,0.0,0.0,0.0,33215,33227,33238,33252,33265,33239,
6370000,0.0,0.0,0.0,0.0,0.0,0.0,33278,33291,33305,33318,33328,33304,
6380000,0.0,0.0,0.0,0.0,0.0,0.0,33341,33350,33362,33371,33383,33361,
6390000,0.0,0.0,0.0,0.0,0.0,0.0,33394,33407,33416,33429,33440,33417,
6400000,0.0,0.0,0.0,0.0,0.0,0.0,33452,33463,33475,33487,33494,33474,
6410000,0.0,0.0,0.0,0.0,0.0,0.0,33506,33518,33529,33540,33553,33529,
6420000,0.0,0.0,0.0,0.0,0.0,0.0,33565,33577,33589,33602,33614,33589,
6430000,0.0,0.0,0.0,0.0,0.0,0.0,33627,33637,33646,33659,33672,33648,
6440000,0.0,0.0,0.0,0.0,0.0,0.0,33686,33699,33709,33721,33735,33710,
6450000,0.0,0.0,0.0,0.0,0.0,0.0,33748,33761,33775,33786,33798,33773,
6460000,0.0,0.0,0.0,0.0,0.0,0.0,33809,33823,33837,33842,33855,33833,
6470000,0.0,0.0,0.0,0.0,0.0,0.0,33864,33877,33890,33903,33917,33890,
6480000,0.0,0.0,0.0,0.0,0.0,0.0,33931,33939,33951,33963,33977,33952,
6490000,0.0,0.0,0.0,0.0,0.0,0.0,33989,34002,34011,34023,34035,34012,
6500000,0.0,0.0,0.0,0.0,0.0,0.0,34047,34058,34069,34081,34095,34070,
6510000,0.0,0.0,0.0,0.0,0.0,0.0,34108,34121,34133,34146,34157,34133,
6520000,0.0,0.0,0.0,0.0,0.0,0.0,34168,34180,34193,34206,34217,34192,
6530000,0.0,0.0,0.0,0.0,0.0,0.0,34229,34242,34256,34269,34282,34255,
6540000,0.0,0.0,0.0,0.0,0.0,0.0,34292,34305,34319,34331,34344,34318,
6550000,0.0,0.0,0.0,0.0,0.0,0.0,34355,34367,34381,34393,34406,34380,
6560000,0.0,0.0,0.0,0.0,0.0,0.0,34417,34429,34440,34453,34465,34440,
6570000,0.0,0.0,0.0,0.0,0.0,0.0,34478,34488,34501,34514,34524,34501,
6580000,0.0,0.0,0.0,0.0,0.0,0.0,34537,34545,34557,34570,34584,34558,
6590000,0.0,0.0,0.0,0.0,0.0,0.0,34596,34605,34617,34630,34642,34618,
6600000,0.0,0.0,0.0,0.0,0.0,0.0,34655,34668,34681,34694,34707,34681,
6610000,0.0,0.0,0.0,0.0,0.0,0.0,34719,34732,34744,34757,34770,34744,
6620000,0.0,0.0,0.0,0.0,0.0,0.0,34782,34794,34807,34819,34832,34806,
6630000,0.0,0.0,0.0,0.001,0.0,2.0E-4,34844,34858,34870,34882,34895,34869,
6640000,0.0,0.0,0.0,0.0,0.0,0.0,34906,34917,34929,34941,34953,34929,
6650000,0.0,0.0,0.0,0.0,0.0,0.0,34966,34980,34989,35001,35014,34990,
6660000,0.0,0.0,0.0,0.0,0.0,0.0,35026,35039,35051,35064,35076,35051,
6670000,0.0,0.0,0.0,0.0,0.0,0.0,35086,35100,35113,35127,35140,35113,
6680000,0.0,0.0,0.0,0.0,0.0,0.0,35153,35166,35179,35193,35203,35178,
6690000,0.0,0.0,0.0,0.0,0.0,0.0,35210,35222,35236,35249,35261,35235,
6700000,0.0,0.0,0.0,0.0,0.0,0.0,35272,35284,35297,35310,35323,35297,
6710000,0.0,0.0,0.0,0.0,0.0,0.0,35336,35350,35362,35374,35388,35362,
6720000,0.0,0.0,0.0,0.0,0.0,0.0,35401,35412,35423,35435,35447,35423,
6730000,0.0,0.0,0.0,0.0,0.0,0.0,35460,35474,35486,35499,35513,35486,
6740000,0.0,0.0,0.0,0.0,0.0,0.0,35526,35539,35552,35562,35573,35550,
6750000,0.0,0.001,0.0,0.0,0.0,2.0E-4,35585,35595,35606,35618,35632,35607,
6760000,0.0,0.0,0.0,0.0,0.0,0.0,35645,35655,35668,35679,35691,35667,
6770000,0.0,0.0,0.0,0.0,0.0,0.0,35704,35717,35730,35742,35756,35729,
6780000,0.0,0.0,0.0,0.0,0.0,0.0,35770,35783,35795,35803,35816,35793,
6790000,0.0,0.0,0.0,0.0,0.0,0.0,35829,35842,35853,35866,35879,35853,
6800000,0.0,0.0,0.0,0.0,0.0,0.0,35892,35904,35917,35930,35942,35917,
6810000,0.0,0.0,0.0,0.0,0.0,0.0,35951,35964,35976,35989,36002,35976,
6820000,0.0,0.0,0.0,0.0,0.0,0.0,36015,36029,36041,36055,36068,36041,
6830000,0.0,0.0,0.0,0.0,0.0,0.0,36081,36094,36106,36118,36126,36105,
